plot_code,sub_plot,tree_tag,collar_number,replica,year,egm_measurement,recno,day,month,hour,min,co2ref,InputD,time,InputF,atmp,probe_type,quality_code,comments
XXX-01,1,36,9999,9999,2013,NA,1,20,11,0,2,461,0,0,0,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,2,20,11,0,2,462,0,4,0,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,3,20,11,0,2,464,0,9,0,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,4,20,11,0,2,464,2,14,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,5,20,11,0,2,466,4,19,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,6,20,11,0,2,467,5,24,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,7,20,11,0,3,466,5,28,0.12,674,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,8,20,11,0,3,469,6,33,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,9,20,11,0,3,469,7,38,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,10,20,11,0,3,470,8,43,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,11,20,11,0,3,472,9,48,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,12,20,11,0,3,472,10,52,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,13,20,11,0,3,473,11,57,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,14,20,11,0,3,474,12,62,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,15,20,11,0,3,475,13,67,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,16,20,11,0,3,477,15,72,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,17,20,11,0,3,477,16,76,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,18,20,11,0,3,478,16,81,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,19,20,11,0,3,479,17,86,0.13,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,20,20,11,0,4,479,18,91,0.12,674,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,21,20,11,0,4,481,19,96,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,22,20,11,0,4,482,20,100,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,23,20,11,0,4,483,21,105,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,24,20,11,0,4,483,22,110,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,25,20,11,0,4,483,22,115,0.12,674,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,26,20,11,0,4,485,23,120,0.12,673,8,NA,NA
XXX-01,1,36,9999,9999,2013,NA,27,20,11,0,4,486,24,124,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,1,20,11,0,16,462,0,0,0,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,2,20,11,0,16,462,0,4,0,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,3,20,11,0,16,463,0,9,0,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,4,20,11,0,16,464,2,14,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,5,20,11,0,16,465,3,19,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,6,20,11,0,16,466,4,24,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,7,20,11,0,16,467,5,28,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,8,20,11,0,16,468,6,33,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,9,20,11,0,16,469,7,38,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,10,20,11,0,16,470,8,43,0.12,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,11,20,11,0,17,470,8,48,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,12,20,11,0,17,471,9,52,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,13,20,11,0,17,472,10,57,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,14,20,11,0,17,473,11,62,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,15,20,11,0,17,474,12,67,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,16,20,11,0,17,475,13,72,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,17,20,11,0,17,476,14,76,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,18,20,11,0,17,477,15,81,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,19,20,11,0,17,477,15,86,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,20,20,11,0,17,478,16,91,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,21,20,11,0,17,479,17,96,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,22,20,11,0,17,480,18,100,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,23,20,11,0,17,481,19,105,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,24,20,11,0,18,482,20,110,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,25,20,11,0,18,483,21,115,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,26,20,11,0,18,484,22,120,0.11,673,8,NA,NA
XXX-01,2,68,9999,9999,2013,NA,27,20,11,0,18,484,22,124,0.11,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,1,20,11,5,53,468,0,0,0,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,2,20,11,5,53,469,0,4,0,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,3,20,11,5,53,469,0,9,0,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,4,20,11,5,53,470,1,14,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,5,20,11,5,53,471,2,19,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,6,20,11,5,53,471,2,24,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,7,20,11,5,53,472,3,28,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,8,20,11,5,53,472,3,33,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,9,20,11,5,53,472,4,38,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,10,20,11,5,53,473,4,43,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,11,20,11,5,54,474,5,48,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,12,20,11,5,54,474,5,52,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,13,20,11,5,54,475,6,57,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,14,20,11,5,54,475,6,62,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,15,20,11,5,54,476,7,67,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,16,20,11,5,54,476,7,72,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,17,20,11,5,54,477,8,76,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,18,20,11,5,54,477,9,81,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,19,20,11,5,54,478,9,86,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,20,20,11,5,54,479,10,91,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,21,20,11,5,54,479,10,96,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,22,20,11,5,54,480,11,100,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,23,20,11,5,54,480,11,105,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,24,20,11,5,55,480,12,110,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,25,20,11,5,55,481,12,115,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,26,20,11,5,55,482,13,120,0.07,673,8,NA,NA
XXX-01,3,98,9999,9999,2013,NA,27,20,11,5,55,482,13,124,0.07,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,1,20,11,5,12,460,0,0,0,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,2,20,11,5,12,461,0,4,0,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,3,20,11,5,12,461,0,9,0,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,4,20,11,5,12,462,2,14,0.09,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,5,20,11,5,12,463,2,19,0.09,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,6,20,11,5,12,463,3,24,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,7,20,11,5,12,464,3,28,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,8,20,11,5,12,465,4,33,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,9,20,11,5,12,465,4,38,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,10,20,11,5,12,465,5,43,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,11,20,11,5,12,466,5,48,0.07,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,12,20,11,5,12,467,6,52,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,13,20,11,5,12,468,7,57,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,14,20,11,5,13,468,7,62,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,15,20,11,5,13,469,8,67,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,16,20,11,5,13,470,9,72,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,17,20,11,5,13,470,10,76,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,18,20,11,5,13,471,10,81,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,19,20,11,5,13,471,11,86,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,20,20,11,5,13,472,11,91,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,21,20,11,5,13,472,12,96,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,22,20,11,5,13,473,12,100,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,23,20,11,5,13,473,13,105,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,24,20,11,5,13,474,14,110,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,25,20,11,5,13,475,14,115,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,26,20,11,5,14,475,15,120,0.08,673,8,NA,NA
XXX-01,4,121,9999,9999,2013,NA,27,20,11,5,14,476,15,124,0.08,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,1,20,11,4,40,466,0,0,0,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,2,20,11,4,41,470,0,4,0,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,3,20,11,4,41,472,0,9,0,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,4,20,11,4,41,473,7,14,0.33,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,5,20,11,4,41,474,7,19,0.25,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,6,20,11,4,41,474,7,24,0.2,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,7,20,11,4,41,475,7,28,0.17,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,8,20,11,4,41,475,7,33,0.14,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,9,20,11,4,41,475,7,38,0.12,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,10,20,11,4,41,475,7,43,0.11,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,11,20,11,4,41,476,7,48,0.1,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,12,20,11,4,41,476,7,52,0.09,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,13,20,11,4,41,477,7,57,0.08,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,14,20,11,4,42,477,7,62,0.08,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,15,20,11,4,42,477,8,67,0.07,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,16,20,11,4,42,477,8,72,0.07,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,17,20,11,4,42,478,8,76,0.06,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,18,20,11,4,42,478,8,81,0.06,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,19,20,11,4,42,478,8,86,0.06,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,20,20,11,4,42,479,8,91,0.06,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,21,20,11,4,42,479,9,96,0.06,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,22,20,11,4,42,479,9,100,0.05,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,23,20,11,4,42,480,9,105,0.05,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,24,20,11,4,42,480,9,110,0.05,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,25,20,11,4,42,481,10,115,0.05,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,26,20,11,4,42,481,10,120,0.05,673,8,NA,NA
XXX-01,5,178,9999,9999,2013,NA,27,20,11,4,43,481,10,124,0.05,673,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,8,20,11,4,51,534,0,0,0,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,9,20,11,4,51,555,0,4,0,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,10,20,11,4,51,561,0,9,0,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,11,20,11,4,51,563,27,14,1.23,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,12,20,11,4,51,564,27,19,0.91,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,13,20,11,4,51,566,26,24,0.71,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,14,20,11,4,51,566,25,28,0.57,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,15,20,11,4,51,567,25,33,0.48,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,16,20,11,4,51,568,24,38,0.41,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,17,20,11,4,51,569,24,43,0.36,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,18,20,11,4,52,570,24,48,0.32,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,19,20,11,4,52,571,24,52,0.29,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,20,20,11,4,52,572,24,57,0.27,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,21,20,11,4,52,572,24,62,0.25,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,22,20,11,4,52,573,24,67,0.23,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,23,20,11,4,52,574,24,72,0.21,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,24,20,11,4,52,575,24,76,0.2,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,25,20,11,4,52,576,25,81,0.19,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,26,20,11,4,52,577,25,86,0.19,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,27,20,11,4,52,577,25,91,0.18,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,28,20,11,4,52,578,26,96,0.17,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,29,20,11,4,52,579,26,100,0.17,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,30,20,11,4,52,580,27,105,0.16,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,31,20,11,4,53,580,27,110,0.16,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,32,20,11,4,53,581,28,115,0.15,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,33,20,11,4,53,582,28,120,0.15,674,8,NA,NA
XXX-01,6,199,9999,9999,2013,NA,34,20,11,4,53,583,29,124,0.15,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,1,20,11,5,7,458,0,0,0,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,2,20,11,5,7,461,0,4,0,673,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,3,20,11,5,7,460,0,9,0,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,4,20,11,5,7,460,1,14,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,5,20,11,5,7,461,1,19,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,6,20,11,5,7,461,2,24,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,7,20,11,5,7,462,2,28,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,8,20,11,5,7,463,3,33,0.07,673,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,9,20,11,5,7,462,3,38,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,10,20,11,5,7,464,4,43,0.07,673,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,11,20,11,5,7,463,4,48,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,12,20,11,5,7,465,5,52,0.06,673,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,13,20,11,5,8,464,5,57,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,14,20,11,5,8,466,6,62,0.06,673,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,15,20,11,5,8,465,6,67,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,16,20,11,5,8,465,6,72,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,17,20,11,5,8,466,7,76,0.06,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,18,20,11,5,8,466,7,81,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,19,20,11,5,8,467,7,86,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,20,20,11,5,8,467,8,91,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,21,20,11,5,8,467,8,96,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,22,20,11,5,8,468,8,100,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,23,20,11,5,8,468,9,105,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,24,20,11,5,8,468,9,110,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,25,20,11,5,9,469,9,115,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,26,20,11,5,9,469,10,120,0.05,674,8,NA,NA
XXX-01,7,259,9999,9999,2013,NA,27,20,11,5,9,470,10,124,0.05,674,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,1,20,11,0,24,460,0,0,0,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,2,20,11,0,25,461,0,4,0,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,3,20,11,0,25,462,0,9,0,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,4,20,11,0,25,463,2,14,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,5,20,11,0,25,464,3,19,0.12,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,6,20,11,0,25,465,4,24,0.12,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,7,20,11,0,25,466,5,28,0.12,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,8,20,11,0,25,467,6,33,0.12,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,9,20,11,0,25,467,7,38,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,10,20,11,0,25,468,7,43,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,11,20,11,0,25,469,8,48,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,12,20,11,0,25,470,9,52,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,13,20,11,0,25,471,10,57,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,14,20,11,0,25,472,11,62,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,15,20,11,0,26,473,12,67,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,16,20,11,0,26,474,13,72,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,17,20,11,0,26,474,14,76,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,18,20,11,0,26,475,15,81,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,19,20,11,0,26,476,16,86,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,20,20,11,0,26,477,16,91,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,21,20,11,0,26,478,17,96,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,22,20,11,0,26,478,18,100,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,23,20,11,0,26,479,19,105,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,24,20,11,0,26,480,20,110,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,25,20,11,0,26,481,20,115,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,26,20,11,0,26,481,21,120,0.11,673,8,NA,NA
XXX-01,8,295,9999,9999,2013,NA,27,20,11,0,27,483,22,124,0.11,673,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,1,20,11,0,30,462,0,0,0,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,2,20,11,0,30,463,0,4,0,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,3,20,11,0,30,464,0,9,0,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,4,20,11,0,30,465,2,14,0.1,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,5,20,11,0,30,465,2,19,0.09,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,6,20,11,0,30,466,3,24,0.09,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,7,20,11,0,30,466,3,28,0.08,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,8,20,11,0,30,467,4,33,0.08,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,9,20,11,0,30,467,4,38,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,10,20,11,0,30,468,5,43,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,11,20,11,0,30,468,5,48,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,12,20,11,0,31,469,6,52,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,13,20,11,0,31,469,6,57,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,14,20,11,0,31,470,7,62,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,15,20,11,0,31,470,7,67,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,16,20,11,0,31,471,8,72,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,17,20,11,0,31,471,8,76,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,18,20,11,0,31,472,9,81,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,19,20,11,0,31,472,9,86,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,20,20,11,0,31,473,10,91,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,21,20,11,0,31,473,10,96,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,22,20,11,0,31,473,10,100,0.07,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,23,20,11,0,31,474,11,105,0.06,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,24,20,11,0,32,475,11,110,0.06,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,25,20,11,0,32,475,12,115,0.06,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,26,20,11,0,32,475,12,120,0.06,675,8,NA,NA
XXX-01,9,324,9999,9999,2013,NA,27,20,11,0,32,476,13,124,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,1,20,11,0,37,461,0,0,0,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,2,20,11,0,37,462,0,4,0,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,3,20,11,0,37,462,0,9,0,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,4,20,11,0,37,463,2,14,0.09,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,5,20,11,0,37,463,2,19,0.08,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,6,20,11,0,37,464,2,24,0.07,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,7,20,11,0,37,464,3,28,0.07,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,8,20,11,0,37,465,3,33,0.07,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,9,20,11,0,37,465,4,38,0.07,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,10,20,11,0,38,466,4,43,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,11,20,11,0,38,466,5,48,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,12,20,11,0,38,467,5,52,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,13,20,11,0,38,467,6,57,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,14,20,11,0,38,467,6,62,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,15,20,11,0,38,468,6,67,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,16,20,11,0,38,468,7,72,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,17,20,11,0,38,470,8,76,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,18,20,11,0,38,471,8,81,0.07,674,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,19,20,11,0,38,470,9,86,0.07,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,20,20,11,0,38,471,9,91,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,21,20,11,0,38,471,10,96,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,22,20,11,0,39,471,10,100,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,23,20,11,0,39,472,11,105,0.06,675,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,24,20,11,0,39,474,11,110,0.06,674,8,NA,NA
XXX-01,10,361,9999,9999,2013,NA,25,20,11,0,39,473,12,115,0.06,675,8,NA,NA
